id,生命,攻击,护甲,减免伤害,最终伤害,暴击几率,抗暴几率,暴击伤害,火,冰,雷,冥,火抗,冰抗,雷抗,冥抗,生命偷取,伤害反弹,怒气,气力值,速度,冷却缩减
v_shenghuo_400_20,4876,357,178,347,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_21,4876,507,178,347,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_22,4876,507,253,347,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_23,4876,507,253,407,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_24,4876,507,253,407,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_25,4876,507,253,467,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_26,6376,507,253,467,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_27,6376,657,253,467,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_28,6376,657,328,467,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_29,6376,657,328,527,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_30,6376,657,328,587,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_31,6376,657,328,587,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_32,8064,657,328,587,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_33,8064,826,328,587,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_34,8064,826,412,587,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_35,8064,826,412,655,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_36,8064,826,412,723,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_37,8064,826,412,723,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_38,9752,826,412,723,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_39,9752,995,412,723,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_40,9752,995,412,791,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_41,9752,995,506,791,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_42,9752,995,506,866,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_43,9752,995,506,866,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_44,11627,995,506,866,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_45,11627,995,506,941,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_46,11627,1183,506,941,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_47,11627,1183,600,941,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_48,11627,1183,600,1016,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_49,11627,1183,600,1016,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_50,11627,1183,600,1091,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_1,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_2,1350,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_3,1350,135,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_4,1350,135,68,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_5,1350,135,68,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_6,1350,135,68,54,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_7,2700,135,68,54,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_8,2700,270,68,54,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_9,2700,270,136,54,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_10,2700,270,136,54,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_11,2700,270,136,117,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_12,2700,270,136,117,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_13,4275,270,136,117,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_14,4275,428,136,117,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_15,4275,428,136,117,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_16,4275,428,215,117,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_17,4275,428,215,180,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_18,4275,428,215,180,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_19,5850,428,215,180,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_20,5850,428,215,180,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_21,5850,608,215,180,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_22,5850,608,305,180,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_23,5850,608,305,252,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_24,5850,608,305,252,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_25,5850,608,305,252,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_26,7650,608,305,252,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_27,7650,788,305,252,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_28,7650,788,395,252,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_29,7650,788,395,324,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_30,7650,788,395,324,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_31,7650,788,395,324,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_32,9675,788,395,324,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_33,9675,991,395,324,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_34,9675,991,496,324,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_35,9675,991,496,324,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_36,9675,991,496,405,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_37,9675,991,496,405,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_38,11700,991,496,405,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_39,11700,1194,496,405,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_40,11700,1194,496,405,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_41,11700,1194,609,405,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_42,11700,1194,609,495,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_43,11700,1194,609,495,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_44,13950,1194,609,495,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_45,13950,1194,609,495,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_46,13950,1419,609,495,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_47,13950,1419,722,495,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_48,13950,1419,722,585,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_49,13950,1419,722,585,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_500_50,13950,1419,722,585,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
