ID,名称,装备位,说明,大图标,小图标,绑定,允许出售,价格id,状态ID,基础属性ID,升级属性分配比例ID,星级,觉醒后装备ID,觉醒消耗ID,武器ID,战斗力初值,战斗力倍数,战斗力系数,觉醒描述
27002,善神之戒,5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,2,27003,jx_9_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27003,善神之戒,5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,3,27004,jx_9_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27004,善神之戒,5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,4,27005,jx_9_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27005,善神之戒,5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21010,埃兰战斧(宙斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,0,21011,jx_10_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21011,亚述狂战斧(宙斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,1,21012,jx_10_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21012,亚述狂战斧(宙斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,2,21013,jx_10_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21013,亚述狂战斧(宙斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,3,21014,jx_10_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21014,亚述狂战斧(宙斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,4,21015,jx_10_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21015,亚述狂战斧(宙斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22010,暴狂者护肩(宙斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,0,22011,jx_4_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22011,吐火罗护肩(宙斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,1,22012,jx_4_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22012,吐火罗护肩(宙斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,2,22013,jx_4_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22013,吐火罗护肩(宙斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,3,22014,jx_4_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22014,吐火罗护肩(宙斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,4,22015,jx_4_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22015,吐火罗护肩(宙斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23010,支配护手(宙斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,0,23011,jx_5_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23011,新月护手(宙斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,1,23012,jx_5_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23012,新月护手(宙斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,2,23013,jx_5_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23013,新月护手(宙斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,3,23014,jx_5_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23014,新月护手(宙斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,4,23015,jx_5_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23015,新月护手(宙斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24010,嗜欲者护腰(宙斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,0,24011,jx_6_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24011,帕提亚护腰(宙斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,1,24012,jx_6_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24012,帕提亚护腰(宙斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,2,24013,jx_6_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24013,帕提亚护腰(宙斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,3,24014,jx_6_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24014,帕提亚护腰(宙斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,4,24015,jx_6_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24015,帕提亚护腰(宙斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25010,巡游者护靴(宙斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,0,25011,jx_7_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25011,俾路支护靴(宙斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,1,25012,jx_7_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25012,俾路支护靴(宙斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,2,25013,jx_7_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25013,俾路支护靴(宙斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,3,25014,jx_7_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25014,俾路支护靴(宙斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,4,25015,jx_7_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25015,俾路支护靴(宙斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26010,列王护身符(宙斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,0,26011,jx_8_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26011,先知护身符(宙斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,1,26012,jx_8_2,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26012,先知护身符(宙斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,2,26013,jx_8_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26013,先知护身符(宙斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,3,26014,jx_8_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26014,先知护身符(宙斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,4,26015,jx_8_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26015,先知护身符(宙斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27010,帝权之戒(宙斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,0,27011,jx_9_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27011,善神之戒(宙斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,1,27012,jx_9_2,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27012,善神之戒(宙斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,2,27013,jx_9_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27013,善神之戒(宙斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,3,27014,jx_9_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27014,善神之戒(宙斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,4,27015,jx_9_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27015,善神之戒(宙斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21020,埃兰战斧(阿波罗),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,0,21021,jx_10_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21021,亚述狂战斧(阿波罗),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,1,21022,jx_10_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21022,亚述狂战斧(阿波罗),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,2,21023,jx_10_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21023,亚述狂战斧(阿波罗),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,3,21024,jx_10_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21024,亚述狂战斧(阿波罗),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,4,21025,jx_10_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21025,亚述狂战斧(阿波罗),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22020,暴狂者护肩(阿波罗),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,0,22021,jx_4_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22021,吐火罗护肩(阿波罗),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,1,22022,jx_4_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22022,吐火罗护肩(阿波罗),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,2,22023,jx_4_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22023,吐火罗护肩(阿波罗),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,3,22024,jx_4_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22024,吐火罗护肩(阿波罗),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,4,22025,jx_4_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22025,吐火罗护肩(阿波罗),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23020,支配护手(阿波罗),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,0,23021,jx_5_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23021,新月护手(阿波罗),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,1,23022,jx_5_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23022,新月护手(阿波罗),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,2,23023,jx_5_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23023,新月护手(阿波罗),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,3,23024,jx_5_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23024,新月护手(阿波罗),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,4,23025,jx_5_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23025,新月护手(阿波罗),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24020,嗜欲者护腰(阿波罗),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,0,24021,jx_6_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24021,帕提亚护腰(阿波罗),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,1,24022,jx_6_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24022,帕提亚护腰(阿波罗),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,2,24023,jx_6_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24023,帕提亚护腰(阿波罗),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,3,24024,jx_6_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24024,帕提亚护腰(阿波罗),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,4,24025,jx_6_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24025,帕提亚护腰(阿波罗),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25020,巡游者护靴(阿波罗),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,0,25021,jx_7_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25021,俾路支护靴(阿波罗),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,1,25022,jx_7_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25022,俾路支护靴(阿波罗),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,2,25023,jx_7_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25023,俾路支护靴(阿波罗),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,3,25024,jx_7_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25024,俾路支护靴(阿波罗),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,4,25025,jx_7_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25025,俾路支护靴(阿波罗),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26020,列王护身符(阿波罗),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,0,26021,jx_8_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26021,先知护身符(阿波罗),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,1,26022,jx_8_2,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26022,先知护身符(阿波罗),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,2,26023,jx_8_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26023,先知护身符(阿波罗),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,3,26024,jx_8_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26024,先知护身符(阿波罗),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,4,26025,jx_8_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26025,先知护身符(阿波罗),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27020,帝权之戒(阿波罗),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,0,27021,jx_9_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27021,善神之戒(阿波罗),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,1,27022,jx_9_2,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27022,善神之戒(阿波罗),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,2,27023,jx_9_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27023,善神之戒(阿波罗),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,3,27024,jx_9_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27024,善神之戒(阿波罗),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,4,27025,jx_9_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27025,善神之戒(阿波罗),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21030,埃兰战斧(阿尔忒弥斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,0,21031,jx_10_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21031,亚述狂战斧(阿尔忒弥斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,1,21032,jx_10_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21032,亚述狂战斧(阿尔忒弥斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,2,21033,jx_10_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21033,亚述狂战斧(阿尔忒弥斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,3,21034,jx_10_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21034,亚述狂战斧(阿尔忒弥斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,4,21035,jx_10_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21035,亚述狂战斧(阿尔忒弥斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22030,暴狂者护肩(阿尔忒弥斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,0,22031,jx_4_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22031,吐火罗护肩(阿尔忒弥斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,1,22032,jx_4_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22032,吐火罗护肩(阿尔忒弥斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,2,22033,jx_4_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22033,吐火罗护肩(阿尔忒弥斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,3,22034,jx_4_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22034,吐火罗护肩(阿尔忒弥斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,4,22035,jx_4_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22035,吐火罗护肩(阿尔忒弥斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23030,支配护手(阿尔忒弥斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,0,23031,jx_5_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23031,新月护手(阿尔忒弥斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,1,23032,jx_5_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23032,新月护手(阿尔忒弥斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,2,23033,jx_5_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23033,新月护手(阿尔忒弥斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,3,23034,jx_5_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23034,新月护手(阿尔忒弥斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,4,23035,jx_5_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
